time_ns,x,y,theta,omega,lateral_error
100,0.0,0.0,0.0,0.0,0.0
1000100,0.0,0.34774005014706333,-0.1446922951669711,0.0,0.34774005014706333
2000100,0.0009895503200463218,0.347595862199938,-0.1446922951669711,-3.0,0.347595862199938
3000100,0.0019791006400926435,0.34745167425281265,-0.1476922951669711,-1.593930431056819,0.34745167425281265
4000100,0.0029682139439733343,0.3473045183080254,-0.14928622559802793,-1.5932789816560429,0.3473045183080254
5000100,0.003957091435137441,0.34715578597304414,-0.150879504579684,-1.5896446651738503,0.34715578597304414
6000100,0.004945730699147354,0.34700547826978867,-0.15246914924485785,-1.587394044462147,0.34700547826978867
7000100,0.005934129778288586,0.3468535991719748,-0.15405654328932,-1.5851365387673035,0.3468535991719748
8000100,0.006922286520262172,0.346700151287362,-0.1556416798280873,-1.5828751194396489,0.346700151287362
9000100,0.007910198785039287,0.34654513723282837,-0.15722455494752693,-1.5806084332479313,0.34654513723282837
10000100,0.008897864444425087,0.346388559631397,-0.15880516338077486,-1.5783365020819016,0.346388559631397
11000100,0.00988528138228299,0.3462304211135358,-0.16038349988285672,-1.576059344888884,0.3462304211135358
12000100,0.010872447494549718,0.34607072431709895,-0.1619595592277456,-1.573776981954024,0.34607072431709895
13000100,0.011859360689250446,0.34590947188727045,-0.16353333620969962,-1.5714894335410279,0.34590947188727045
14000100,0.012846018886513372,0.3457466664765069,-0.16510482564324064,-1.569196719894604,0.3457466664765069
15000100,0.013832420018583914,0.3455823107444805,-0.16667402236313525,-1.566898861239066,0.3455823107444805
16000100,0.014818562029838563,0.34541640735802126,-0.16824092122437428,-1.5645958777781606,0.34541640735802126
17000100,0.015804442876798365,0.3452489589910605,-0.16980551710215244,-1.5622877896945597,0.3452489589910605
18000100,0.01679006052814205,0.3450799683245734,-0.171367804891847,-1.559974617150021,0.3450799683245734
19000100,0.017775412964718792,0.344909438046522,-0.17292777950899704,-1.557656380284881,0.344909438046522
20000100,0.018760498179560627,0.3447373708517985,-0.17448543588928192,-1.555333099217995,0.3447373708517985
21000100,0.01974531417789451,0.3445637694421682,-0.1760407689884999,-1.5530047940463965,0.3445637694421682
22000100,0.020729858977154018,0.34438863652621277,-0.17759377378254632,-1.5506714848453491,0.34438863652621277
23000100,0.02171413060699068,0.34421197481927357,-0.17914444526739168,-1.5483331916677296,0.34421197481927357
24000100,0.022698127109285007,0.34403378704339505,-0.1806927784590594,-1.545989934544246,0.34403378704339505
25000100,0.0236818465381571,0.3438540759272682,-0.18223876839360362,-1.543641733482934,0.3438540759272682
26000100,0.02466528695997698,0.34367284420617406,-0.18378241012708654,-1.5412886084691524,0.34367284420617406
27000100,0.025648446453374513,0.3434900946219274,-0.1853236987355557,-1.5389305794652475,0.3434900946219274
28000100,0.026631323109249014,0.3433058299228205,-0.18686262931502096,-1.5365676664104384,0.3433058299228205
29000100,0.02761391503077851,0.3431200528635667,-0.1883991969814314,-1.5341998892205928,0.3431200528635667
30000100,0.028596220333428644,0.3429327662052447,-0.189933396870652,-1.5318272677880587,0.3429327662052447
31000100,0.02957823714496124,0.34274397271524215,-0.19146522413844005,-1.5294498219814396,0.34274397271524215
32000100,0.03055996360544254,0.3425536751672,-0.1929946739604215,-1.5270675716454274,0.3425536751672
33000100,0.03154139786725106,0.34236187634095655,-0.19452174153206692,-1.524680536600636,0.34236187634095655
34000100,0.032522538095085166,0.34216857902249187,-0.19604642206866754,-1.5222887366434323,0.34216857902249187
35000100,0.03350338246597026,0.34197378600387207,-0.19756871080531097,-1.519892191545661,0.34197378600387207
36000100,0.03448392916926566,0.34177750008319374,-0.19908860299685663,-1.5174909210546441,0.34177750008319374
37000100,0.035464176406671113,0.34157972406452874,-0.20060609391791126,-1.5150849448927384,0.34157972406452874
38000100,0.03644412239223301,0.34138046075786865,-0.202121178862804,-1.512674282757559,0.34138046075786865
39000100,0.037423765352350265,0.3411797129790697,-0.20363385314556157,-1.5102589543213158,0.3411797129790697
40000100,0.0384031035257798,0.3409774835497976,-0.20514411209988287,-1.5078389792310372,0.3409774835497976
41000100,0.039382135163641814,0.3407737752974728,-0.2066519510791139,-1.505414377108297,0.3407737752974728
42000100,0.040360858529424594,0.34056859105521525,-0.2081573654562222,-1.5029851675489962,0.34056859105521525
43000100,0.0413392718989891,0.34036193366178974,-0.2096603506237712,-1.5005513701231439,0.34036193366178974
44000100,0.04231737356057319,0.34015380596155154,-0.21116090199389434,-1.4981130043748077,0.34015380596155154
45000100,0.043295161814795466,0.33994421080439147,-0.21265901499826914,-1.4956700898221194,0.33994421080439147
46000100,0.0442726349746589,0.3397331510456818,-0.21415468508809127,-1.4932226459566134,0.3397331510456818
47000100,0.04524979136555406,0.33952062954622175,-0.21564790773404788,-1.4907706922436796,0.33952062954622175
48000100,0.046226629325262024,0.33930664917218345,-0.21713867842629156,-1.4883142481219027,0.33930664917218345
49000100,0.04720314720395701,0.3390912127950578,-0.21862699267441343,-1.4858533330032928,0.3390912127950578
50000100,0.04817934336420866,0.3388743232916005,-0.22011284600741673,-1.483387966272849,0.3388743232916005
51000100,0.04915521618098401,0.33865598354377857,-0.22159623397368958,-1.4809181672886245,0.33865598354377857
52000100,0.05013076404164913,0.3384361964387162,-0.2230771521409782,-1.47844395538157,0.3384361964387162
53000100,0.05110598534597051,0.3382149648686415,-0.22455559609635978,-1.4759653498550986,0.3382149648686415
54000100,0.05208087850611605,0.3379922917308331,-0.22603156144621486,-1.4734823699853754,0.3379922917308331
55000100,0.053055441946655804,0.3377681799275667,-0.22750504381620026,-1.4709950350209953,0.3377681799275667
56000100,0.05402967410456237,0.337542632366062,-0.22897603885122123,-1.4685033641826064,0.337542632366062
57000100,0.05500357342921102,0.3373156519584298,-0.23044454221540384,-1.4660073766633122,0.3373156519584298
58000100,0.055977138382379464,0.33708724162161874,-0.23191054959206714,-1.4635070916279622,0.33708724162161874
59000100,0.05695036743824736,0.3368574042773631,-0.2333740566836951,-1.4610025282134447,0.3368574042773631
60000100,0.05792325908339548,0.3366261428521297,-0.2348350592119085,-1.4584937055284233,0.3366261428521297
61000100,0.05889581181680463,0.33639346027706574,-0.2362935529174369,-1.4559806426530748,0.33639346027706574
62000100,0.05986802414985418,0.3361593594879463,-0.23774953356008996,-1.4534633586392163,0.3361593594879463
63000100,0.060839894606320395,0.3359238434251222,-0.23920299691872918,-1.450941872510046,0.3359238434251222
64000100,0.061811421722374374,0.33568691503346804,-0.24065393879123922,-1.4484162032599914,0.33568691503346804
65000100,0.06278260404657977,0.3354485772623301,-0.2421023549944992,-1.445886369854619,0.3354485772623301
66000100,0.06375344013989018,0.33520883306547483,-0.24354824136435382,-1.4433523912306518,0.33520883306547483
67000100,0.06472392857564621,0.334967685401037,-0.24499159375558446,-1.440814286295601,0.334967685401037
68000100,0.06569406793957232,0.33472513723146846,-0.24643240804188007,-1.438272073927953,0.33472513723146846
69000100,0.06666385682977331,0.3344811915234867,-0.24787068011580807,-1.4357257729768569,0.3344811915234867
70000100,0.06763329385673057,0.3342358512480237,-0.24930640588878492,-1.4331754022620358,0.3342358512480237
71000100,0.06860237764329799,0.3339891193801749,-0.25073958129104695,-1.4306209805736982,0.3339891193801749
72000100,0.06957110682469764,0.3337409988991485,-0.2521702022716206,-1.4280625266725615,0.3337409988991485
73000100,0.0705394800485151,0.33349149278821455,-0.25359826479829317,-1.4255000592895983,0.33349149278821455
74000100,0.07150749597469458,0.33324060403465455,-0.25502376485758277,-1.4229335971259511,0.33324060403465455
75000100,0.0724751532755337,0.332988335629711,-0.25644669845470874,-1.4203631588529002,0.332988335629711
76000100,0.07344245063567799,0.3327346905685371,-0.25786706161356165,-1.4177887631117265,0.3327346905685371
77000100,0.07440938675211518,0.33247967185014693,-0.25928485037667337,-1.415210428513681,0.33247967185014693
78000100,0.07537596033416913,0.3322232824773652,-0.26070006080518704,-1.412628173639792,0.3322232824773652
79000100,0.07634217010349352,0.33196552545677777,-0.26211268897882684,-1.4100420170408376,0.33196552545677777
80000100,0.07730801479406527,0.3317064037986819,-0.26352273099586765,-1.4074519772372638,0.3317064037986819
81000100,0.07827349315217767,0.3314459205170368,-0.2649301829731049,-1.4048580727191056,0.3314459205170368
82000100,0.07923860393643327,0.3311840786294146,-0.266335041045824,-1.4022603219457939,0.3311840786294146
83000100,0.08020334591773647,0.33092088115695106,-0.2677373013677698,-1.3996587433463001,0.33092088115695106
84000100,0.08116771787928581,0.3306563311242966,-0.2691369601111161,-1.3970533553188353,0.3306563311242966
85000100,0.08213171861656611,0.33039043155956765,-0.2705340134664349,-1.3944441762308843,0.33039043155956765
86000100,0.0830953469373402,0.33012318549429803,-0.27192845764266577,-1.391831224419072,0.33012318549429803
87000100,0.0840586016616405,0.32985459596339045,-0.2733202888670848,-1.3892145181891453,0.32985459596339045
88000100,0.08502148162176028,0.32958466600506836,-0.27470950338527395,-1.3865940758158404,0.32958466600506836
89000100,0.08598398566224463,0.3293133986608278,-0.27609609746108976,-1.383969915542922,0.3293133986608278
90000100,0.08694611263988128,0.32904079697538957,-0.27748006737663267,-1.3813420555829974,0.32904079697538957
91000100,0.08790786142369106,0.3287668639966513,-0.27886140943221566,-1.3787105141175007,0.3287668639966513
92000100,0.08886923089491812,0.32849160277564005,-0.28024011994633313,-1.376075309296564,0.32849160277564005
93000100,0.08983021994701995,0.3282150163664649,-0.2816161952556297,-1.3734364592391166,0.3282150163664649
94000100,0.0907908274856571,0.3279371078262696,-0.2829896317148688,-1.3707939820325885,0.3279371078262696
95000100,0.09175105242868266,0.32765788021518577,-0.2843604256969014,-1.368147895733068,0.32765788021518577
96000100,0.09271089370613145,0.3273773365962858,-0.2857285735926344,-1.3654982183651194,0.3273773365962858
97000100,0.09367035026020905,0.3270954800355363,-0.28709407181099955,-1.3628449679218289,0.3270954800355363
98000100,0.09462942104528052,0.3268123136017515,-0.2884569167789214,-1.3601881623645145,0.3268123136017515
99000100,0.09558810502785889,0.32652784036654703,-0.2898171049412859,-1.357527819623051,0.32652784036654703
100000100,0.09654640118659338,0.32624206340429374,-0.29117463276090894,-1.3548639575954147,0.32624206340429374
101000100,0.09750430851225743,0.3259549857920716,-0.29252949671850437,-1.352196594148011,0.3259549857920716
102000100,0.09846182600773645,0.32566661060962415,-0.2938816933126524,-1.3495257471152202,0.32566661060962415
103000100,0.09941895268801534,0.32537694093931274,-0.2952312190597676,-1.3468514342997824,0.32537694093931274
104000100,0.10037568758016578,0.32508597986607113,-0.2965780704940674,-1.3441736734724568,0.32508597986607113
105000100,0.10133202972333326,0.3247937304773603,-0.2979222441675398,-1.3414924823720182,0.3247937304773603
106000100,0.1022879781687239,0.3245001958631234,-0.29926373664991185,-1.3388078787053652,0.3245001958631234
107000100,0.10324353197959105,0.3242053791157408,-0.30060254452861723,-1.336119880147238,0.3242053791157408
108000100,0.10419869023122162,0.3239092833299856,-0.30193866440876443,-1.3334285043404956,0.3239092833299856
109000100,0.1051534520109222,0.32361191160297886,-0.3032720929131049,-1.3307337688957266,0.32361191160297886
110000100,0.10610781641800494,0.3233132670341456,-0.30460282668200067,-1.328035691391525,0.3233132670341456
111000100,0.10706178256377323,0.3230133527251705,-0.3059308623733922,-1.325334289374216,0.3230133527251705
112000100,0.1080153495715071,0.3227121717799541,-0.3072561966627664,-1.3226295803580783,0.3227121717799541
113000100,0.1089685165764485,0.32240972730456885,-0.30857882624312444,-1.3199215818250152,0.32240972730456885
114000100,0.1099212827257862,0.32210602240721586,-0.30989874782494947,-1.317210311224723,0.32210602240721586
115000100,0.11087364717864066,0.32180106019818133,-0.3112159581361742,-1.314495785974698,0.32180106019818133
116000100,0.11182560910604848,0.3214948437897934,-0.3125304539221489,-1.3117780234600187,0.3214948437897934
117000100,0.11277716769094681,0.3211873762963794,-0.3138422319456089,-1.309057041033464,0.3211873762963794
118000100,0.11372832212815741,0.32087866083422273,-0.31515128898664235,-1.3063328560155205,0.32087866083422273
119000100,0.11467907162437058,0.3205687005215206,-0.31645762184265785,-1.3036054856942803,0.3205687005215206
120000100,0.11562941539812885,0.3202574984783414,-0.3177612273283522,-1.300874947325395,0.3202574984783414
121000100,0.11657935267981044,0.3199450578265827,-0.3190621022756776,-1.298141258132142,0.3199450578265827
122000100,0.11752888271161252,0.3196313816899291,-0.32036024353380976,-1.2954044353054348,0.3196313816899291
123000100,0.1184780047475343,0.31931647319381046,-0.3216556479691152,-1.292664496003559,0.31931647319381046
124000100,0.11942671805335982,0.31900033546536033,-0.3229483124651188,-1.2899214573525735,0.31900033546536033
125000100,0.12037502190664065,0.3186829716333745,-0.32423823392247136,-1.2871753364459368,0.3186829716333745
126000100,0.12132291559667832,0.31836438482826984,-0.3255254092589173,-1.2844261503446337,0.31836438482826984
127000100,0.1222703984245065,0.31804457818204324,-0.32680983540926195,-1.2816739160772452,0.31804457818204324
128000100,0.12321746970287312,0.3177235548282307,-0.3280915093253392,-1.278918650639802,0.3177235548282307
129000100,0.12416412875622213,0.317401317901867,-0.329370427975979,-1.2761603709958003,0.317401317901867
130000100,0.12511037492067517,0.3170778705394448,-0.3306465883469748,-1.2733990940763333,0.3170778705394448
131000100,0.12605620754401306,0.3167532158788749,-0.33191998744105106,-1.2706348367798896,0.3167532158788749
132000100,0.12700162598565692,0.31642735705944586,-0.33319062227783103,-1.267867615972484,0.31642735705944586
133000100,0.12794662961664932,0.31610029722178434,-0.3344584898938035,-1.2650974484876256,0.31610029722178434
134000100,0.12889121781963514,0.3157720395078155,-0.3357235873422912,-1.2623243511262852,0.3157720395078155
135000100,0.12983538998884217,0.31544258706072353,-0.33698591169341746,-1.25954834065703,0.31544258706072353
136000100,0.13077914553006165,0.3151119430249123,-0.3382454600340745,-1.2567694338158266,0.3151119430249123
137000100,0.13172248386062851,0.3147801105459665,-0.3395022294678903,-1.253987647306124,0.3147801105459665
138000100,0.13266540440940155,0.3144470927706128,-0.34075621711519644,-1.251202997798934,0.3144470927706128
139000100,0.1336079066167433,0.3141128928466811,-0.3420074201129954,-1.248415501932807,0.3141128928466811
140000100,0.13454998993449974,0.3137775139230663,-0.34325583561492823,-1.2456251763137463,0.3137775139230663
141000100,0.1354916538259799,0.3134409591496899,-0.344501460791242,-1.242832037515352,0.3134409591496899
142000100,0.13643289776593526,0.3131032316774621,-0.34574429282875735,-1.2400361020786856,0.3131032316774621
143000100,0.1373737212405388,0.312764334658244,-0.34698432893083603,-1.2372373865125228,0.312764334658244
144000100,0.1383141237473642,0.31242427124480987,-0.3482215663173486,-1.234435907292999,0.31242427124480987
145000100,0.13925410479536462,0.3120830445908098,-0.34945600222464157,-1.231631680864087,0.3120830445908098
146000100,0.14019366390485127,0.3117406578507327,-0.35068763390550567,-1.2288247236370784,0.3117406578507327
147000100,0.14113280060747205,0.3113971141798688,-0.3519164586291427,-1.2260150519911728,0.3113971141798688
148000100,0.14207151444618973,0.31105241673427353,-0.3531424736811339,-1.2232026822729618,0.31105241673427353
149000100,0.14300980497526025,0.3107065686707303,-0.3543656763634069,-1.2203876307969106,0.3107065686707303
150000100,0.1439476717602106,0.31035957314671464,-0.3555860639942038,-1.2175699138450082,0.31035957314671464
151000100,0.14488511437781662,0.3100114333203575,-0.3568036339080488,-1.2147495476670866,0.3100114333203575
152000100,0.14582213241608077,0.3096621523504098,-0.3580183834557159,-1.211926548480527,0.3096621523504098
153000100,0.14675872547420948,0.3093117333962062,-0.3592303100041964,-1.2091009324706365,0.3093117333962062
154000100,0.14769489316259055,0.3089601796176299,-0.3604394109366671,-1.20627271579047,0.3089601796176299
155000100,0.14863063510277025,0.30860749417507705,-0.3616456836524576,-1.2034419145607618,0.30860749417507705
156000100,0.14956595092743044,0.3082536802294216,-0.36284912556701837,-1.2006085448703046,0.3082536802294216
157000100,0.15050084028036526,0.3078987409419806,-0.36404973411188873,-1.1977726227754968,0.3078987409419806
158000100,0.1514353028164579,0.30754267947447916,-0.3652475067346642,-1.1949341643008895,0.30754267947447916
159000100,0.15236933820165713,0.307185498989016,-0.3664424408989651,-1.1920931854388461,0.307185498989016
160000100,0.15330294611295367,0.3068272026480292,-0.36763453408440394,-1.189249702149591,0.3068272026480292
161000100,0.15423612623835634,0.306467793614262,-0.3688237837865535,-1.1864037303615942,0.306467793614262
162000100,0.15516887827686823,0.306107275050729,-0.37001018751691506,-1.1835552859710672,0.306107275050729
163000100,0.15610120193846255,0.30574565012068217,-0.37119374280288614,-1.180704384842571,0.30574565012068217
164000100,0.15703309694405843,0.3053829219875777,-0.3723744471877287,-1.1778510428085684,0.3053829219875777
165000100,0.15796456302549652,0.30501909381504244,-0.37355229823053726,-1.1749952756698152,0.30501909381504244
166000100,0.15889559992551452,0.3046541687668409,-0.3747272935062071,-1.1721370991950784,0.3046541687668409
167000100,0.1598262073977224,0.3042881500068424,-0.37589943060540215,-1.169276529121584,0.3042881500068424
168000100,0.1607563852065777,0.30392104069898823,-0.37706870713452373,-1.166413581154575,0.30392104069898823
169000100,0.1616861331273605,0.30355284400725935,-0.37823512071567833,-1.163548270967813,0.30355284400725935
170000100,0.16261545094614835,0.3031835630956441,-0.37939866898664615,-1.1606806142032495,0.3031835630956441
171000100,0.16354433845979108,0.30281320112810606,-0.3805593496008494,-1.157810626471421,0.30281320112810606
172000100,0.16447279547588534,0.3024417612685522,-0.38171716022732083,-1.154938323351176,0.3024417612685522
173000100,0.16540082181274912,0.3020692466808014,-0.382872098550672,-1.1520637203898498,0.3020692466808014
174000100,0.16632841729939615,0.3016956605285526,-0.38402416227106184,-1.1491868331034396,0.3016956605285526
175000100,0.1672555817755101,0.3013210059753541,-0.38517334910416534,-1.1463076769763894,0.3013210059753541
176000100,0.16818231509141857,0.3009452861845721,-0.3863196567811417,-1.1434262674618256,0.3009452861845721
177000100,0.16910861710806724,0.3005685043193601,-0.38746308304860355,-1.1405426199816773,0.3005685043193601
178000100,0.17003448769699347,0.3001906635426282,-0.3886036256685852,-1.1376567499264674,0.3001906635426282
179000100,0.17095992674030022,0.2998117670170127,-0.38974128241851164,-1.1347686726556028,0.2998117670170127
180000100,0.1718849341306294,0.2994318179048458,-0.39087605109116724,-1.1318784034973348,0.2994318179048458
181000100,0.17280950977113552,0.2990508193681259,-0.39200792949466456,-1.1289859577487171,0.2990508193681259
182000100,0.17373365357545886,0.29866877456848745,-0.3931369154524133,-1.1260913506759564,0.29866877456848745
183000100,0.17465736546769872,0.29828568666717153,-0.3942630068030893,-1.1231945975141533,0.29828568666717153
184000100,0.17558064538238652,0.2979015588249964,-0.39538620140060343,-1.120295713467429,0.2979015588249964
185000100,0.1765034932644587,0.2975163942023285,-0.3965064971140709,-1.117394713709114,0.2975163942023285
186000100,0.17742590906922953,0.29713019595905316,-0.3976238918277801,-1.1144916133818237,0.29713019595905316
187000100,0.17834789276236399,0.29674296725454613,-0.3987383834411619,-1.1115864275972007,0.29674296725454613
188000100,0.17926944431985012,0.2963547112476449,-0.3998499698687591,-1.1086791714364395,0.2963547112476449
189000100,0.18019056372797168,0.29596543109662027,-0.4009586490401955,-1.1057698599499752,0.29596543109662027
190000100,0.1811112509832805,0.29557512995914825,-0.4020644189001455,-1.1028585081576754,0.29557512995914825
191000100,0.1820315060925686,0.2951838109922822,-0.40316727740830316,-1.0999451310489208,0.2951838109922822
192000100,0.18295132907284054,0.29479147735242495,-0.40426722253935216,-1.0970297435827434,0.29479147735242495
193000100,0.18387071995128526,0.29439813219530125,-0.4053642522829349,-1.0941123606877436,0.29439813219530125
194000100,0.1847896787652481,0.2940037786759306,-0.4064583646436226,-1.091192997262117,0.2940037786759306
195000100,0.18570820556220258,0.29360841994859993,-0.4075495576408847,-1.0882716681740197,0.29360841994859993
196000100,0.18662630039972214,0.29321205916683674,-0.40863782930905873,-1.0853483882613753,0.29321205916683674
197000100,0.1875439633454517,0.2928146994833824,-0.4097231776973201,-1.082423172331851,0.2928146994833824
198000100,0.18846119447707918,0.2924163440501656,-0.41080560086965195,-1.0794960351633354,0.2924163440501656
199000100,0.18937799388230686,0.2920169960182759,-0.4118850969048153,-1.0765669915035834,0.2920169960182759
200000100,0.1902943616588227,0.2916166585379379,-0.41296166389631894,-1.073636056070472,0.2916166585379379
201000100,0.19121029791427158,0.29121533475848504,-0.4140352999523894,-1.0707032435521489,0.29121533475848504
202000100,0.1921258027662262,0.290813027828334,-0.41510600319594154,-1.0677685686070117,0.290813027828334
203000100,0.1930408763421583,0.2904097408949592,-0.41617377176454856,-1.0648320458636362,0.2904097408949592
204000100,0.1939555187794094,0.2900054771048674,-0.4172386038104122,-1.061893689921147,0.2900054771048674
205000100,0.19486973022516163,0.2896002396035727,-0.4183004975003334,-1.0589535153491483,0.2896002396035727
206000100,0.19578351083640852,0.2891940315355715,-0.4193594510156825,-1.0560115366876501,0.2891940315355715
207000100,0.19669686077992546,0.2887868560443179,-0.42041546255237017,-1.0530677684475027,0.2887868560443179
208000100,0.19760978023224032,0.2883787162721992,-0.42146853032081766,-1.0501222251100477,0.2883787162721992
209000100,0.19852226937960382,0.28796961536051136,-0.4225186525459277,-1.0471749211275518,0.28796961536051136
210000100,0.19943432841795988,0.28755955644943515,-0.42356582746705523,-1.0442258709230847,0.28755955644943515
211000100,0.2003459575529159,0.28714854267801215,-0.4246100533379783,-1.0412750888906201,0.28714854267801215
212000100,0.20125715699971283,0.28673657718412104,-0.4256513284268689,-1.0383225893952495,0.28673657718412104
213000100,0.20216792698319533,0.28632366310445395,-0.42668965101626416,-1.0353683867731187,0.28632366310445395
214000100,0.20307826773778168,0.28590980357449336,-0.42772501940303725,-1.0324124953314202,0.28590980357449336
215000100,0.20398817950743367,0.28549500172848885,-0.4287574318983687,-1.029454929348833,0.28549500172848885
216000100,0.20489766254562652,0.2850792606994341,-0.4297868868277175,-1.0264957030752393,0.2850792606994341
217000100,0.20580671711531853,0.2846625836190444,-0.4308133825307927,-1.0235348307318861,0.2846625836190444
218000100,0.20671534348892068,0.2842449736177338,-0.4318369173615246,-1.0205723265116626,0.2842449736177338
219000100,0.2076235419482663,0.28382643382459316,-0.4328574896880362,-1.0176082045789845,0.28382643382459316
220000100,0.20853131278458054,0.2834069673673676,-0.4338750978926152,-1.0146424790699617,0.2834069673673676
221000100,0.2094386562984497,0.2829865773724348,-0.43488974037168515,-1.011675164092397,0.2829865773724348
222000100,0.2103455727997907,0.28256526696478335,-0.43590141553577755,-1.0087062737260097,0.28256526696478335
223000100,0.21125206260782015,0.28214303926799084,-0.43691012180950356,-1.0057358220224373,0.28214303926799084
224000100,0.21215812605102377,0.28171989740420283,-0.437915857631526,-1.0027638230052949,0.28171989740420283
225000100,0.21306376346712533,0.28129584449411155,-0.4389186214545313,-0.999790290670344,0.28129584449411155
226000100,0.21396897520305572,0.28087088365693486,-0.43991841174520163,-0.9968152389854996,0.28087088365693486
227000100,0.21487376161492194,0.2804450180103957,-0.4409152269841871,-0.9938386818909446,0.2804450180103957
228000100,0.215778123067976,0.28001825067070113,-0.44190906566607807,-0.990860633299361,0.28001825067070113
229000100,0.21668205993658374,0.2795905847525224,-0.4428999262993774,-0.9878811070956586,0.2795905847525224
230000100,0.21758557260419356,0.2791620233689744,-0.44388780740647305,-0.9849001171375389,0.2791620233689744
231000100,0.21848866146330512,0.27873256963159565,-0.4448727075236106,-0.9819176772551734,0.27873256963159565
232000100,0.219391326915438,0.27830222665032867,-0.4458546252008658,-0.9789338012514888,0.27830222665032867
233000100,0.22029356937110023,0.27787099753350025,-0.44683355900211724,-0.9759485029022372,0.27787099753350025
234000100,0.22119538924975674,0.27743888538780204,-0.44780950750501947,-0.9729617959561732,0.27743888538780204
235000100,0.2220967869797979,0.27700589331827113,-0.44878246930097565,-0.969973694134957,0.27700589331827113
236000100,0.22299776299850776,0.2765720244282713,-0.44975244299511064,-0.9669842111332798,0.2765720244282713
237000100,0.22389831775203248,0.27613728181947383,-0.4507194272062439,-0.9639933606192128,0.27613728181947383
238000100,0.22479845169534846,0.27570166859183903,-0.4516834205668631,-0.9610011562340002,0.27570166859183903
239000100,0.2256981652922306,0.2752651878435976,-0.4526444217230971,-0.9580076115921881,0.2752651878435976
240000100,0.2265974590152204,0.2748278426712324,-0.4536024293346893,-0.9550127402819208,0.2748278426712324
241000100,0.22749633334559405,0.27438963616946027,-0.45455744207497123,-0.9520165558648481,0.27438963616946027
242000100,0.22839478877333041,0.2739505714312142,-0.4555094586308361,-0.9490190718763118,0.2739505714312142
243000100,0.229292825797079,0.2735106515476254,-0.4564584777027124,-0.9460203018254241,0.2735106515476254
244000100,0.23019044492412788,0.2730698796080058,-0.45740449800453786,-0.9430202591950296,0.2730698796080058
245000100,0.23108764667037154,0.2726282586998308,-0.45834751826373293,-0.9400189574421223,0.2726282586998308
246000100,0.23198443156027865,0.2721857919087218,-0.45928753722117505,-0.9370164099975313,0.2721857919087218
247000100,0.2328808001268598,0.27174248231842935,-0.4602245536311726,-0.9340126302663372,0.27174248231842935
248000100,0.23377675291163527,0.27129833301081635,-0.4611585662614389,-0.9310076316279516,0.27129833301081635
249000100,0.23467229046460258,0.2708533470658413,-0.4620895738930669,-0.9280014274359223,0.2708533470658413
250000100,0.23556741334420417,0.2704075275615419,-0.46301757532050275,-0.9249940310184039,0.2704075275615419
251000100,0.23646212211729484,0.2699608775740186,-0.4639425693515212,-0.9219854556780769,0.2699608775740186
252000100,0.2373564173591094,0.26951340017741865,-0.46486455480719924,-0.9189757146920627,0.26951340017741865
253000100,0.23825029965322997,0.2690650984439202,-0.4657835305218913,-0.915964821312456,0.2690650984439202
254000100,0.2391437695915535,0.2686159754437163,-0.46669949534320376,-0.9129527887661331,0.2686159754437163
255000100,0.2400368277742591,0.26816603424499963,-0.4676124481319699,-0.9099396302547826,0.26816603424499963
256000100,0.24092947480977533,0.2677152779139469,-0.46852238776222466,-0.9069253589552728,0.2677152779139469
257000100,0.2418217113147475,0.2672637095147037,-0.4694293131211799,-0.903909988019518,0.2672637095147037
258000100,0.24271353791400493,0.2668113321093694,-0.47033322310919945,-0.900893530574735,0.2668113321093694
259000100,0.2436049552405281,0.2663581487579825,-0.47123411663977416,-0.8978759997234231,0.2663581487579825
260000100,0.24449596393541587,0.2659041625185056,-0.47213199263949757,-0.8948574085436223,0.2659041625185056
261000100,0.24538656464785252,0.2654493764468111,-0.47302685004804124,-0.8918377700887292,0.2654493764468111
262000100,0.24627675803507487,0.2649937935966668,-0.47391868781812996,-0.8888170973879221,0.2649937935966668
263000100,0.24716654476233935,0.2645374170197219,-0.4748075049155179,-0.8857954034461457,0.2645374170197219
264000100,0.2480559255028889,0.26408024976549266,-0.47569330031896395,-0.8827727012442064,0.26408024976549266
265000100,0.2489449009379201,0.2636222948813489,-0.47657607302020816,-0.8797490037387008,0.2636222948813489
266000100,0.2498334717565499,0.26316355541250025,-0.4774558220239469,-0.8767243238624469,0.26316355541250025
267000100,0.25072163865578273,0.2627040344019826,-0.47833254634780925,-0.8736986745243591,0.2627040344019826
268000100,0.2516094023404772,0.26224373489064484,-0.4792062450223336,-0.8706720686096585,0.26224373489064484
269000100,0.2524967635233129,0.26178265991713584,-0.48007691709094324,-0.8676445189798612,0.26178265991713584
270000100,0.2533837229247575,0.2613208125178913,-0.4809445616099231,-0.8646160384730455,0.2613208125178913
271000100,0.2542702812730333,0.26085819572712104,-0.48180917764839615,-0.8615866399037861,0.26085819572712104
