time_ns,x,y,theta,omega,y_ref,error
40100,0.000995004165278026,0.5000124998945912,0.09999999999999999,0.0,0.0,0.5000124998945912
1040100,0.001990008330556052,0.5002095339421884,0.09699999999999999,-3.0,9.950041587107777e-05,0.5001100335263173
2040100,0.0029853075181193824,0.5002137944173389,0.09604357427038256,-0.9564257296174321,0.00019900082780180658,0.5000147935895372
3040100,0.003980698878323783,0.5003626359825686,0.09499463639396727,-1.0489378764152837,0.00029853073407511014,0.5000641052484934
4040100,0.004976190279841191,0.5004617899528432,0.09404224059828249,-0.9523957956847766,0.00039806984578037344,0.5000637201070628
5040100,0.005971771566344235,0.500515961007263,0.09301741025891049,-1.0248303393719966,0.0004976189458356159,0.5000183420614274
6040100,0.006967448565357171,0.5005512362177218,0.09201737950503344,-1.0000307538770485,0.0005971770146573338,0.49995405920306446
7040100,0.007963217952675539,0.5005902061025895,0.09103988547561742,-0.9774940294160144,0.0006967446310443016,0.49989346147154523
8040100,0.008959076683813925,0.5007203078891141,0.09007192274132726,-0.9679627342901542,0.0007963214586207518,0.4999239864304934
9040100,0.009955022949938308,0.5007832121209388,0.08910218850992431,-0.9697342314029482,0.0008959071889809476,0.4998873049319578
10040100,0.010951055975532115,0.5008730580380204,0.08808678176453241,-1.0154067453918942,0.0009955016372823066,0.4998775564007381
11040100,0.01194717884292437,0.5009636513037979,0.08710500155712296,-0.9817802074094577,0.0010951047220119187,0.49986854658178603
12040100,0.012943387600287914,0.5010055639506237,0.08610972436183913,-0.9952771952838284,0.0011947167474383913,0.4998108472031853
13040100,0.013939682448261692,0.5009936410526851,0.0851140460231816,-0.9956783386575259,0.0012943373144143923,0.49969930373827065
14040100,0.014936062434041133,0.5011199304864569,0.0841427777094924,-0.9712683136891984,0.0013939664390362945,0.4997259640474206
15040100,0.015932524518632103,0.5012669962406036,0.08319860459108594,-0.9441731184064583,0.001493604022054543,0.499773392218549
16040100,0.016929065510693234,0.5013091216971335,0.08218522626968834,-1.013378321397602,0.0015932497555998697,0.4997158719415336
17040100,0.017925690205476533,0.5014471779063183,0.08116131905595095,-1.0239072137373844,0.001692903316567139,0.4997542745897512
18040100,0.018922398433168865,0.5015462984920546,0.08018995099931994,-0.9713680566310001,0.0017925651805043516,0.4997537333115502
19040100,0.019919184941612603,0.5015565643318172,0.07917049496369472,-1.0194560356252311,0.0018922353264532613,0.4996643290053639
20040100,0.0209160525946098,0.5016416745589627,0.07817046201451372,-1.0000329491809845,0.001991913225223264,0.49964976133373945
21040100,0.021912998839547594,0.5016833573373012,0.07721498918238298,-0.9554728321307329,0.0020915991592123425,0.4995917581780888
22040100,0.022910019243113006,0.5017575566634386,0.07622207737057651,-0.9929118118064681,0.002191292869179347,0.4995662637942592
23040100,0.02390711574671112,0.5018390278849527,0.0752509492438193,-0.9711281267572114,0.002290993907814068,0.49954803397713865
24040100,0.0249042857298709,0.502043222372105,0.07426356756426522,-0.987381679554078,0.0023907024652706,0.49965251990683435
25040100,0.0259015294582409,0.5021079487913533,0.07327254022627304,-0.9910273379921877,0.0024904182755185584,0.4996175305158348
26040100,0.026898846226480085,0.5021642944097715,0.07221989596922326,-1.0526442570497792,0.002590141361134895,0.4995741530486366
27040100,0.027896239503082218,0.5021510270211341,0.07123700942536162,-0.9828865438616365,0.002689871647597144,0.49946115537353697
28040100,0.028893703220173827,0.5022962733948823,0.07025835370423186,-0.9786557211297597,0.0027896094777583747,0.4995066639171239
29040100,0.029891236117142027,0.5023427411313444,0.0693146843327752,-0.943669371456672,0.0028893542408475422,0.49945338689049684
30040100,0.030888834816066968,0.5024036167516799,0.06829162060267652,-1.0230637300986858,0.0029891058068120917,0.4994145109448678
31040100,0.031886503849475556,0.5024622136750674,0.06731800622495403,-0.9736143777224868,0.003088863833871745,0.49937334984119564
32040100,0.032884238848049904,0.502573516929433,0.06633721896918052,-0.9807872557735129,0.0031886287712748567,0.4993848881581581
33040100,0.03388203934151771,0.5027103314482765,0.06535760692572229,-0.9796120434582292,0.0032884001781006427,0.4994219312701758
34040100,0.03487990429329752,0.5028207893003565,0.06435157195927962,-1.00603496644267,0.0033881780033245775,0.49943261129703187
35040100,0.035877834445330194,0.5028316059751138,0.06333266056419445,-1.018911395085167,0.0034879621392912823,0.4993436438358225
36040100,0.036875829602640534,0.5028898813564544,0.06232685937714749,-1.0058011870469596,0.003587752656192057,0.49930212870026236
37040100,0.0378738879126262,0.5029805135882646,0.061371009992527856,-0.9558493846196272,0.0036875495305271756,0.4992929640577374
38040100,0.03887200530319222,0.5031634959802659,0.06039146755608656,-0.9795424364412886,0.003787352573037514,0.49937614340722836
39040100,0.03987018229267941,0.5033009540421028,0.0593957182008034,-0.9957493552831629,0.0038871613725209794,0.49941379266958186
40040100,0.04086841888552044,0.5033423557573523,0.05835358036909273,-1.0421378317106778,0.003986975976805518,0.4993553797805468
41040100,0.04186671679841886,0.5033112844895025,0.05733408238655186,-1.0194979825408672,0.004086796382328234,0.49922448810717424
42040100,0.04286507365010398,0.5033921270104262,0.056362682389748425,-0.9713999968034341,0.004186622756745897,0.4992055042536803
43040100,0.043863485694566086,0.5033678560347913,0.05542773375176051,-0.9349486379879204,0.004286454857930325,0.49908140117686095
44040100,0.04486194997096721,0.5033312218794203,0.05443681915136245,-0.9909146003980611,0.004386292307284878,0.4989449295721354
45040100,0.04586046865318914,0.5034363978427291,0.053498662292022416,-0.938156859340026,0.004486134804728176,0.49895026303800094
46040100,0.04685903794104205,0.5034747610307121,0.05256691261539171,-0.9317496766307053,0.004585982563630048,0.498888778467082
47040100,0.047857656619016704,0.5034549718803384,0.05156419996870006,-1.00271264669165,0.004685835199976542,0.4987691366803618
48040100,0.0488563274801969,0.5035426942062317,0.05059496924839776,-0.969230720302311,0.004785692588211506,0.49875700161802017
49040100,0.049855047827751846,0.5035564173427575,0.049655006499367306,-0.9399627490304491,0.0048855550036186884,0.49867086233913877
50040100,0.05085381527119915,0.5036033615804442,0.04866126494025462,-0.9937415591126841,0.004985422172514291,0.49861793940792987
51040100,0.051852631545454546,0.5037770397988572,0.04770464778353508,-0.9566171567195425,0.005085293851848697,0.49869174594700855
52040100,0.05285149389451821,0.5038470032461579,0.04673147833453102,-0.9731694490040624,0.005185170211090703,0.4986618330350672
53040100,0.05385040217768333,0.5038242450302554,0.045694746772212275,-1.0367315623187388,0.005285050970640065,0.4985391940596153
54040100,0.05484935835438712,0.5038492865753166,0.04470988477403267,-0.9848619981796121,0.0053849361124118636,0.4984643504629047
55040100,0.05584835903397345,0.5038656269466755,0.04377158124135037,-0.938303532682302,0.005484825828321965,0.4983808011183535
56040100,0.056847401211254395,0.5038663108681648,0.04280947997515096,-0.9621012661994095,0.005584719775307456,0.49828159109285736
57040100,0.05784648502540013,0.5039277104427303,0.041851848690400914,-0.9576312847500468,0.005684617648851662,0.4982430927938787
58040100,0.058845609364607546,0.5039730482771175,0.04090219620359981,-0.949652486801106,0.005784519458854372,0.49818852881826314
59040100,0.059844772986394505,0.5040390928325205,0.03992221504864166,-0.9799811549581525,0.0058844250901255975,0.49815466774239486
60040100,0.060843976200601065,0.5040052747058714,0.03895032600113835,-0.9718890475033095,0.005984334414408446,0.498020940291463
61040100,0.06184321773255163,0.5040297745827371,0.0379681033636949,-0.9822226374434464,0.0060842474586669856,0.49794552712407014
62040100,0.06284249703070027,0.5041125709379388,0.03703603159750439,-0.9320717661905095,0.006184164091424606,0.49792840684651424
63040100,0.06384181127527311,0.5040318140772997,0.03607490367275677,-0.961127924747621,0.006284084253512283,0.4977477298237874
64040100,0.06484116064650082,0.5040692875007967,0.03508461373827131,-0.990289934485462,0.00638400765895633,0.4976852798418404
65040100,0.06584054524457052,0.5040924965887144,0.03417641362913594,-0.9082001091353705,0.006483934321760303,0.49760856226695405
66040100,0.06683996128778935,0.5041528811533939,0.033209175154555785,-0.9672384745801561,0.006583864247923073,0.4975690169054708
67040100,0.06783940991380846,0.5041815107292588,0.03224917417025795,-0.9600009842978331,0.006683797055289262,0.4974977136739695
68040100,0.06883888995425703,0.5042038386334002,0.03127061623775788,-0.9785579325000746,0.00678373285359585,0.4974201057798044
69040100,0.06983840106837719,0.50418111460572,0.03030803016780238,-0.9625860699554963,0.006883671521997491,0.49729744308372253
70040100,0.07083794181518742,0.5042360387528723,0.029348701858267937,-0.9593283095344414,0.006983613022402581,0.4972524257304697
71040100,0.07183751117294937,0.5042532938210013,0.02841209654195209,-0.9366053163158498,0.007083557206707838,0.4971697366142934
72040100,0.07283710757648569,0.5042751420839097,0.027436708804996237,-0.9753877369558533,0.007183503968730877,0.4970916381151788
73040100,0.07383673121360121,0.5042201786039407,0.026480272572819694,-0.9564362321765446,0.007283453147951658,0.4969367254559891
74040100,0.07483638063166997,0.5042378730740281,0.025521647454516065,-0.9586251183036318,0.007383404759130412,0.4968544683148977
75040100,0.0758360549721028,0.504237490996227,0.024601689570134987,-0.9199578843810742,0.007483358653001799,0.49675413234322513
76040100,0.07683575236580094,0.5042573265562835,0.02364551869546822,-0.9561708746667689,0.007583314739698437,0.4966740118165851
77040100,0.0778354728235487,0.5042412648883223,0.02269853820206969,-0.9469804933985265,0.007683272828314356,0.49655799206000795
78040100,0.0788352152227909,0.504231465691355,0.02174156047835371,-0.9569777237159821,0.007783232915910844,0.4964482327754442
79040100,0.07983497888437477,0.5042247760082925,0.020802714765844776,-0.9388457125089343,0.007883194886228767,0.4963415811220637
80040100,0.08083476251570697,0.5042241294697508,0.019860908646707153,-0.941806119137622,0.007983158667344468,0.49624097080240637
81040100,0.08183456529434388,0.5042780516399493,0.018917712358782587,-0.9431962879245649,0.00808312412599861,0.4961949275139507
82040100,0.08283438635975995,0.5043253372030643,0.01797164694726073,-0.9460654115218567,0.008183091175941709,0.49614224602712254
83040100,0.08383422487405942,0.5043858922246266,0.016998340457276707,-0.9733064899840242,0.00828305972711723,0.49610283249750936
84040100,0.08483408040574891,0.5044215669249831,0.01602840878319901,-0.9699316740776932,0.008383029691731998,0.4960385372332511
85040100,0.08583395195355494,0.5043279701807268,0.015051872316217109,-0.9765364669819012,0.00848300102262794,0.4958449691580989
86040100,0.08683383867626351,0.5043856007204389,0.014087855692383218,-0.9640166238338905,0.008582973615677537,0.49580262710476136
87040100,0.08783373944406572,0.5043521994337746,0.013188812986107473,-0.8990427062757448,0.008682947382757806,0.4956692520510168
88040100,0.08883365247293243,0.5043673028464889,0.012214192341052293,-0.9746206450551793,0.008782922206891522,0.49558438063959737
89040100,0.08983357788061251,0.504334237649146,0.011285305333005896,-0.9288870080463959,0.008882897905691012,0.49545133974345495
90040100,0.09083351420223011,0.5042831695353687,0.01033228660873479,-0.9530187242711073,0.008982874486917935,0.49530029504845074
91040100,0.0918334608246317,0.5043516900915213,0.009403569179126804,-0.9287174296079862,0.009082851800097144,0.4952688382914241
92040100,0.09283341661140085,0.5045280220568563,0.008484106144534318,-0.9194630345924857,0.009182829779913216,0.4953451922769431
93040100,0.09383338062158819,0.5045008409248442,0.007504862506256583,-0.9792436382777359,0.00928280830873411,0.49521803261611
94040100,0.09483335246023974,0.5045293482775993,0.006471511206495653,-1.03335129976093,0.00938278728847252,0.4951465609891268
95040100,0.09583333152008418,0.5044822585190027,0.005540121489285211,-0.9313897172104424,0.009482766675632071,0.49499949184337066
96040100,0.09683331617365037,0.5045551835464891,0.004580981172812325,-0.9591403164728854,0.009582746405488974,0.49497243714100014
97040100,0.09783330568097447,0.5045996302842617,0.003659884232389664,-0.9210969404226604,0.009682726311319351,0.49491690397294236
98040100,0.09883329898360564,0.5045764894083761,0.002678784609423263,-0.9810996229664004,0.009782706315135444,0.4947937830932406
99040100,0.0998332953956643,0.5045929584161483,0.001711985765146294,-0.9667988442769693,0.009882686307108063,0.49471027210904017
